state,latitude,longitude,stars,open,alcohol,noiseLevel,attire,priceRange,delivery,ambience,parking,dietaryRestrictions,waiterService,smoking,caters,recommendedFor,goodForGroups,goodForKids,outdoorSeating
NV,1,1,3.5,TRUE,full_bar,quiet,casual,2,FALSE,['casual'],['lot'],,TRUE,yes,FALSE,['brunch'],TRUE,,FALSE
QC,3,2,4.5,TRUE,full_bar,loud,casual,2,FALSE,['casual'],[],,TRUE,no,FALSE,"['latenight', 'dinner']",TRUE,,TRUE
NV,1,1,3,FALSE,full_bar,very_loud,casual,1,FALSE,"['divey', 'casual']",['lot'],,TRUE,yes,FALSE,"['latenight', 'dinner']",TRUE,,FALSE
SC,1,2,3.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,FALSE,outdoor,TRUE,['dinner'],TRUE,,TRUE
NV,1,1,3,TRUE,none,average,casual,1,FALSE,['divey'],['lot'],,TRUE,,FALSE,['breakfast'],TRUE,TRUE,FALSE
NV,1,1,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,['divey'],['lot'],,TRUE,,FALSE,['dinner'],TRUE,TRUE,FALSE
NV,1,1,3.5,TRUE,full_bar,quiet,casual,2,FALSE,[],[],,TRUE,,FALSE,[],TRUE,,FALSE
AZ,1,1,2.5,TRUE,full_bar,loud,casual,3,FALSE,['divey'],['garage'],,FALSE,,TRUE,['dinner'],TRUE,FALSE,FALSE
NC,1,2,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,[],['lot'],,TRUE,,TRUE,"['lunch', 'dinner']",TRUE,TRUE,TRUE
AZ,1,1,3.5,TRUE,full_bar,quiet,casual,2,FALSE,[],['lot'],,FALSE,no,,"['dinner', 'breakfast']",TRUE,,FALSE
NV,1,1,2.5,TRUE,none,quiet,casual,1,FALSE,['casual'],['lot'],,TRUE,,FALSE,['lunch'],TRUE,,FALSE
NV,1,1,3,FALSE,beer_and_wine,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,TRUE,['dinner'],TRUE,TRUE,FALSE
NV,1,1,3,TRUE,beer_and_wine,very_loud,casual,2,TRUE,['casual'],['garage'],,TRUE,,FALSE,['lunch'],TRUE,,FALSE
AZ,1,1,4,FALSE,none,average,casual,1,TRUE,['casual'],['lot'],,TRUE,,FALSE,"['lunch', 'dinner']",TRUE,,TRUE
AZ,1,1,4.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,TRUE,['brunch'],TRUE,,FALSE
AZ,1,1,3,TRUE,full_bar,average,casual,2,FALSE,[],['lot'],,FALSE,,TRUE,['breakfast'],TRUE,,TRUE
AZ,1,1,3.5,TRUE,none,quiet,casual,1,FALSE,[],['lot'],,FALSE,,FALSE,['latenight'],TRUE,,TRUE
AZ,1,1,3.5,TRUE,beer_and_wine,quiet,casual,1,TRUE,['casual'],['lot'],,TRUE,,TRUE,"['lunch', 'dinner']",TRUE,,TRUE
AZ,1,1,3,TRUE,beer_and_wine,average,casual,2,TRUE,['casual'],[],,TRUE,,TRUE,['lunch'],TRUE,,TRUE
NC,1,2,4,TRUE,none,average,casual,1,FALSE,['divey'],['lot'],,FALSE,,FALSE,['lunch'],TRUE,,TRUE
AZ,1,1,3,TRUE,none,average,casual,1,FALSE,[],['lot'],,TRUE,,,['lunch'],FALSE,,FALSE
AZ,1,1,4,TRUE,beer_and_wine,average,casual,2,TRUE,['casual'],['lot'],,FALSE,,TRUE,['lunch'],TRUE,,FALSE
AZ,1,1,2.5,TRUE,none,average,casual,1,FALSE,[],[],,FALSE,,FALSE,[],TRUE,,TRUE
NV,1,1,3,TRUE,none,average,casual,2,FALSE,[],[],,TRUE,,FALSE,['breakfast'],TRUE,,FALSE
NC,1,2,3.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,FALSE,,FALSE,['dinner'],TRUE,,FALSE
NV,1,1,3.5,TRUE,none,average,casual,2,TRUE,['casual'],['lot'],,FALSE,,TRUE,"['lunch', 'dinner']",TRUE,,FALSE
AZ,1,1,4.5,TRUE,none,quiet,casual,1,FALSE,['casual'],['lot'],,TRUE,,TRUE,['lunch'],FALSE,,FALSE
AZ,1,1,2.5,TRUE,none,average,casual,1,FALSE,['divey'],['lot'],,TRUE,,TRUE,"['lunch', 'breakfast']",FALSE,,TRUE
NV,1,1,2.5,TRUE,full_bar,average,casual,2,FALSE,[],['lot'],,FALSE,,FALSE,"['lunch', 'dinner', 'breakfast']",TRUE,,FALSE
NC,1,2,2.5,TRUE,none,loud,casual,1,FALSE,[],[],,FALSE,,FALSE,['lunch'],TRUE,,FALSE
AZ,1,1,3,TRUE,none,average,casual,1,FALSE,[],['lot'],,TRUE,,TRUE,['lunch'],TRUE,,TRUE
WI,3,2,3,TRUE,full_bar,average,casual,2,FALSE,['casual'],['street'],,TRUE,,,"['lunch', 'dinner']",TRUE,TRUE,FALSE
AZ,1,1,3,TRUE,full_bar,quiet,casual,2,FALSE,['casual'],['lot'],,TRUE,,,['dinner'],TRUE,,FALSE
AZ,1,1,3,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,FALSE,,FALSE,['breakfast'],FALSE,,FALSE
NV,1,1,3,TRUE,beer_and_wine,quiet,casual,1,TRUE,['divey'],[],,TRUE,,TRUE,['brunch'],TRUE,,FALSE
NV,1,1,4,TRUE,none,quiet,casual,1,FALSE,['casual'],[],,TRUE,,FALSE,['lunch'],TRUE,,FALSE
NV,1,1,3,TRUE,full_bar,average,casual,2,TRUE,['casual'],['lot'],,FALSE,,TRUE,['lunch'],TRUE,,FALSE
QC,3,2,4,TRUE,full_bar,average,casual,1,FALSE,['casual'],['street'],,FALSE,,FALSE,['lunch'],TRUE,,FALSE
AZ,1,1,3,TRUE,none,average,casual,1,FALSE,['casual'],['street'],,TRUE,,TRUE,['lunch'],TRUE,,TRUE
IL,2,2,4,TRUE,full_bar,average,casual,2,,['casual'],"['street', 'lot']",,TRUE,,,['dinner'],TRUE,,TRUE
QC,3,2,4,TRUE,beer_and_wine,loud,casual,2,FALSE,['casual'],['street'],,FALSE,,,"['latenight', 'dinner']",TRUE,,TRUE
AZ,1,1,4,FALSE,none,quiet,casual,1,FALSE,[],['lot'],,TRUE,,TRUE,[],TRUE,,TRUE
AZ,1,1,4,TRUE,none,quiet,casual,1,TRUE,['casual'],['lot'],,,,,['lunch'],TRUE,,FALSE
NV,1,1,4.5,TRUE,full_bar,average,,1,,['divey'],['street'],,,yes,,,TRUE,,FALSE
NV,1,1,3.5,TRUE,full_bar,average,,1,,[],['lot'],,TRUE,yes,,,TRUE,,FALSE
NV,1,1,4,TRUE,full_bar,quiet,dressy,4,,[],[],,FALSE,,,[],TRUE,,FALSE
NV,1,1,3,TRUE,none,very_loud,casual,1,FALSE,[],[],,,,FALSE,[],TRUE,,FALSE
AZ,1,1,3,TRUE,full_bar,loud,casual,2,,['casual'],['lot'],,,outdoor,,,TRUE,,TRUE
AZ,1,1,5,TRUE,full_bar,quiet,,1,,[],[],,FALSE,outdoor,,,TRUE,,TRUE
NV,1,1,2.5,TRUE,none,,casual,1,FALSE,,[],,FALSE,,,['lunch'],TRUE,,TRUE
AZ,1,1,3.5,FALSE,none,,casual,1,TRUE,,[],,,,,[],,,TRUE
PA,2,2,3.5,TRUE,none,,,2,,,['street'],,,,,,,,TRUE
WI,3,2,4.5,TRUE,none,,,1,,,['lot'],,,,,,,,TRUE
AZ,1,1,4,FALSE,none,,,2,,,['lot'],,,,,,,,TRUE
AZ,1,1,3,TRUE,none,,,1,,,['lot'],,,,,,,,FALSE
PA,2,2,3,TRUE,none,,,2,,,['lot'],,,,,,,,TRUE
AZ,1,1,3,TRUE,none,,,1,,,['lot'],,,,,,,,FALSE
QC,3,2,4.5,TRUE,none,,,1,,,['street'],,,,,,,,FALSE
PA,2,2,4,TRUE,none,,,2,,,['street'],,,,,,,,FALSE
PA,2,2,4.5,TRUE,none,,,1,,,['street'],,,,,,,,FALSE
AZ,1,1,3.5,TRUE,none,,,2,,,[],,,,,,,,FALSE
QC,3,2,4.5,TRUE,none,,,2,TRUE,,['street'],,,,,,,,FALSE
NV,1,1,4,TRUE,none,,,1,,,['lot'],,,,,,,,FALSE
AZ,1,1,4,TRUE,none,,,2,,,['lot'],,,,,,,,FALSE
NV,1,1,4,TRUE,none,,,2,,,[],,,,,,,,FALSE
WI,3,2,4.5,TRUE,none,,,1,,,['lot'],,TRUE,,,,,,FALSE
IL,2,2,2.5,TRUE,full_bar,average,casual,2,FALSE,['trendy'],['lot'],,FALSE,no,TRUE,"['lunch', 'dinner']",TRUE,,TRUE
NV,1,1,4,TRUE,full_bar,very_loud,casual,2,FALSE,['casual'],['lot'],,TRUE,no,FALSE,['lunch'],TRUE,,TRUE
AZ,1,1,3.5,FALSE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,outdoor,,"['lunch', 'dinner']",TRUE,,TRUE
WI,3,2,3,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,no,FALSE,['lunch'],TRUE,,TRUE
AZ,1,1,4,TRUE,full_bar,average,casual,1,FALSE,"['divey', 'casual']",['lot'],,TRUE,outdoor,TRUE,[],TRUE,,TRUE
PA,2,2,2,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,FALSE,['latenight'],TRUE,TRUE,FALSE
WI,3,2,4,TRUE,full_bar,average,dressy,3,FALSE,['romantic'],['lot'],,FALSE,,FALSE,['dinner'],TRUE,FALSE,TRUE
NV,1,1,4,TRUE,beer_and_wine,loud,casual,1,TRUE,['casual'],['lot'],,TRUE,,FALSE,"['lunch', 'dinner']",TRUE,FALSE,FALSE
NC,1,2,3,TRUE,full_bar,average,casual,1,TRUE,['casual'],['lot'],,FALSE,,FALSE,['lunch'],TRUE,TRUE,FALSE
NV,1,1,2.5,TRUE,none,very_loud,casual,1,FALSE,[],[],,TRUE,,FALSE,['lunch'],TRUE,,FALSE
AZ,1,1,3,TRUE,none,average,casual,1,FALSE,[],['lot'],,TRUE,,TRUE,['lunch'],TRUE,,FALSE
NV,1,1,3.5,FALSE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,TRUE,['dinner'],TRUE,TRUE,TRUE
WI,3,2,3,TRUE,full_bar,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,TRUE,['latenight'],TRUE,TRUE,FALSE
NV,1,1,4,TRUE,beer_and_wine,quiet,casual,2,TRUE,['casual'],['lot'],,FALSE,,TRUE,"['lunch', 'dinner']",TRUE,TRUE,FALSE
PA,2,2,3,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,TRUE,"['brunch', 'breakfast']",TRUE,,TRUE
AZ,1,1,2,TRUE,beer_and_wine,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,FALSE,['breakfast'],TRUE,,FALSE
PA,2,2,4,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,TRUE,"['lunch', 'dinner']",TRUE,,FALSE
NC,1,2,3,TRUE,none,average,casual,1,FALSE,['casual'],[],,FALSE,,FALSE,"['brunch', 'breakfast']",TRUE,,FALSE
AZ,1,1,3,TRUE,beer_and_wine,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,FALSE,['lunch'],TRUE,,FALSE
AZ,1,1,4.5,TRUE,full_bar,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,TRUE,['lunch'],TRUE,,FALSE
WI,3,2,4,TRUE,full_bar,average,casual,2,FALSE,['casual'],['street'],,FALSE,,TRUE,['brunch'],TRUE,,TRUE
AZ,1,1,3,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,FALSE,"['lunch', 'dinner']",FALSE,,FALSE
NC,1,2,3,TRUE,none,average,casual,1,FALSE,['casual'],[],,FALSE,,FALSE,"['brunch', 'breakfast']",TRUE,,FALSE
AZ,1,1,3,TRUE,none,quiet,casual,1,FALSE,[],['lot'],,FALSE,,TRUE,['lunch'],TRUE,,TRUE
NV,1,1,2,TRUE,none,average,casual,1,TRUE,[],[],,,,TRUE,[],FALSE,,FALSE
NV,1,1,4.5,TRUE,full_bar,,casual,1,FALSE,[],[],,TRUE,,,[],TRUE,,FALSE
NC,1,2,4,FALSE,beer_and_wine,quiet,casual,2,FALSE,['casual'],['lot'],,TRUE,,FALSE,['dinner'],TRUE,,TRUE
NC,1,2,3.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,FALSE,,TRUE,[],TRUE,,TRUE
NV,1,1,4,TRUE,none,quiet,casual,1,FALSE,['casual'],['lot'],,FALSE,,TRUE,['lunch'],TRUE,,TRUE
AZ,1,1,3.5,TRUE,none,average,casual,1,FALSE,['casual'],[],,FALSE,,TRUE,['lunch'],TRUE,,TRUE
AZ,1,1,3.5,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,TRUE,['lunch'],TRUE,,TRUE
NC,1,2,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,,['lunch'],TRUE,,FALSE
PA,2,2,4,TRUE,full_bar,average,casual,2,FALSE,['classy'],['street'],,FALSE,,,"['lunch', 'dinner']",TRUE,,TRUE
NV,1,1,1.5,TRUE,none,average,casual,1,FALSE,[],[],,TRUE,,FALSE,[],TRUE,,FALSE
NV,1,1,2.5,FALSE,full_bar,average,casual,2,FALSE,[],['garage'],,FALSE,,,['dinner'],TRUE,,FALSE
QC,3,2,4,TRUE,none,quiet,casual,1,FALSE,['casual'],['street'],,TRUE,,FALSE,"['dessert', 'lunch', 'breakfast']",TRUE,,TRUE
WI,3,2,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,['casual'],"['street', 'lot']",,FALSE,,,"['lunch', 'dinner']",TRUE,,FALSE
NC,1,2,3,TRUE,none,quiet,casual,1,FALSE,[],[],,TRUE,,FALSE,[],TRUE,,FALSE
NV,1,1,3.5,TRUE,full_bar,average,casual,2,FALSE,"['romantic', 'classy']",['garage'],,TRUE,,,['dinner'],TRUE,,FALSE
SC,1,2,3,TRUE,full_bar,average,casual,2,FALSE,['divey'],['street'],,TRUE,,TRUE,[],TRUE,,TRUE
AZ,1,1,3,TRUE,beer_and_wine,average,casual,1,FALSE,['casual'],['lot'],,FALSE,,FALSE,['lunch'],TRUE,,FALSE
NC,1,2,4,TRUE,none,loud,casual,2,FALSE,[],[],,TRUE,,TRUE,['lunch'],TRUE,,TRUE
NV,1,1,2.5,TRUE,none,average,casual,2,FALSE,['casual'],['garage'],,TRUE,,FALSE,['breakfast'],TRUE,,FALSE
WI,3,2,4.5,TRUE,none,quiet,casual,1,FALSE,['casual'],['lot'],,TRUE,,TRUE,['breakfast'],TRUE,,FALSE
AZ,1,1,3.5,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,FALSE,,FALSE,['brunch'],TRUE,,FALSE
AZ,1,1,3,TRUE,none,loud,casual,1,FALSE,[],['lot'],,FALSE,,,[],TRUE,,FALSE
NV,1,1,3,FALSE,none,average,casual,1,FALSE,[],['lot'],,FALSE,,,['lunch'],TRUE,,FALSE
QC,3,2,3,TRUE,none,average,casual,1,FALSE,[],[],,,,FALSE,[],TRUE,,TRUE
NC,1,2,4,TRUE,full_bar,loud,,2,,['hipster'],['street'],,TRUE,outdoor,,,TRUE,,TRUE
AZ,1,1,2.5,TRUE,none,,casual,1,FALSE,[],[],,FALSE,,TRUE,['breakfast'],TRUE,,TRUE
AZ,1,1,3,TRUE,beer_and_wine,average,casual,1,TRUE,['casual'],['lot'],,FALSE,,,['lunch'],TRUE,,TRUE
QC,3,2,4,FALSE,full_bar,average,casual,1,FALSE,['casual'],['street'],,,,,[],FALSE,,FALSE
NV,1,1,3.5,TRUE,full_bar,loud,,2,,['casual'],['garage'],,,yes,,,TRUE,,FALSE
WI,3,2,4,FALSE,full_bar,average,,1,,[],['street'],,,outdoor,,,TRUE,,FALSE
NV,1,1,3,TRUE,full_bar,average,,1,,[],['lot'],,FALSE,yes,,,TRUE,,TRUE
NV,1,1,3,TRUE,full_bar,,casual,2,FALSE,[],,,TRUE,yes,,[],TRUE,,FALSE
AZ,1,1,3.5,TRUE,none,,casual,2,FALSE,[],,,,,,[],TRUE,,FALSE
NV,1,1,3,FALSE,none,,,2,,,['garage'],,,,,,,,FALSE
NV,1,1,3,TRUE,none,,casual,1,FALSE,,,,,,,,FALSE,,FALSE
QC,3,2,3.5,TRUE,none,,,2,,,['street'],,,,,,,,TRUE
NC,1,2,2.5,TRUE,none,,,2,,,['lot'],,,,,,,,FALSE
NV,1,1,3,TRUE,none,,,2,,,['lot'],,,,,,,,FALSE
AZ,1,1,2,TRUE,none,,casual,1,FALSE,,,,,,,,TRUE,,FALSE
AZ,1,1,4.5,TRUE,none,,,1,,,[],,TRUE,,,,,,FALSE
AZ,1,1,4,TRUE,full_bar,average,casual,2,FALSE,['casual'],['street'],,TRUE,outdoor,TRUE,['dinner'],TRUE,,TRUE
AZ,1,1,3.5,FALSE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,outdoor,,['latenight'],TRUE,,TRUE
AZ,1,1,3.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,no,TRUE,['lunch'],TRUE,,TRUE
NV,1,1,4.5,TRUE,full_bar,quiet,casual,2,FALSE,['classy'],[],,TRUE,no,FALSE,['breakfast'],TRUE,,TRUE
AZ,1,1,3,FALSE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,outdoor,FALSE,"['lunch', 'dinner']",TRUE,,TRUE
AZ,1,1,3,FALSE,full_bar,very_loud,casual,2,FALSE,[],['lot'],,TRUE,outdoor,FALSE,['dinner'],TRUE,,TRUE
NV,1,1,3.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,outdoor,TRUE,"['dessert', 'brunch']",TRUE,,TRUE
WI,3,2,2,TRUE,full_bar,loud,casual,2,FALSE,[],['lot'],,FALSE,no,FALSE,[],TRUE,,TRUE
AZ,1,1,3,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,FALSE,,TRUE,['lunch'],TRUE,TRUE,FALSE
NC,1,2,3,TRUE,none,loud,casual,1,FALSE,[],['lot'],,TRUE,,TRUE,['lunch'],TRUE,TRUE,TRUE
NV,1,1,4.5,TRUE,full_bar,quiet,casual,3,FALSE,[],[],,TRUE,,,[],TRUE,,FALSE
AZ,1,1,3,TRUE,full_bar,quiet,casual,2,FALSE,[],['lot'],,TRUE,,FALSE,[],TRUE,TRUE,TRUE
WI,3,2,3.5,FALSE,full_bar,average,casual,3,FALSE,['casual'],['lot'],,FALSE,,TRUE,[],TRUE,,TRUE
AZ,1,1,3.5,TRUE,none,quiet,casual,1,FALSE,['divey'],['street'],,FALSE,,,[],FALSE,TRUE,TRUE
NV,1,1,3.5,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,,['latenight'],TRUE,,FALSE
NC,1,2,3.5,TRUE,full_bar,average,casual,2,FALSE,['upscale'],['validate'],,TRUE,,TRUE,['dinner'],TRUE,,TRUE
PA,2,2,3.5,TRUE,full_bar,average,casual,1,TRUE,['casual'],['street'],,TRUE,,TRUE,['lunch'],TRUE,,TRUE
AZ,1,1,5,TRUE,none,quiet,casual,1,FALSE,['casual'],['lot'],,FALSE,,TRUE,['lunch'],TRUE,,FALSE
AZ,1,1,2.5,TRUE,none,average,casual,1,FALSE,[],['lot'],,FALSE,,FALSE,"['dessert', 'lunch']",TRUE,,TRUE
AZ,1,1,4,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,FALSE,,FALSE,['lunch'],FALSE,,TRUE
AZ,1,1,2.5,TRUE,none,average,casual,1,FALSE,[],['lot'],,FALSE,,FALSE,['breakfast'],TRUE,,FALSE
AZ,1,1,2.5,TRUE,none,average,casual,1,TRUE,[],['lot'],,TRUE,,TRUE,[],TRUE,,FALSE
AZ,1,1,4,TRUE,full_bar,quiet,casual,3,FALSE,['romantic'],"['lot', 'valet']",,TRUE,,FALSE,['dinner'],TRUE,,TRUE
AZ,1,1,2.5,TRUE,full_bar,average,casual,2,FALSE,['divey'],['street'],,FALSE,,TRUE,"['lunch', 'breakfast']",TRUE,,FALSE
NV,1,1,2,TRUE,none,very_loud,casual,1,FALSE,['casual'],[],,FALSE,,FALSE,"['lunch', 'breakfast']",TRUE,,FALSE
AZ,1,1,4.5,FALSE,none,quiet,casual,1,FALSE,['casual'],['lot'],,TRUE,,FALSE,['lunch'],TRUE,,FALSE
SC,1,2,4,TRUE,beer_and_wine,quiet,casual,2,TRUE,['casual'],['lot'],,TRUE,,FALSE,"['lunch', 'dinner']",TRUE,,FALSE
NV,1,1,3.5,TRUE,none,quiet,casual,2,TRUE,['casual'],['lot'],,TRUE,,TRUE,['dinner'],TRUE,,FALSE
AZ,1,1,4,TRUE,full_bar,average,casual,1,TRUE,['casual'],['lot'],,TRUE,,TRUE,"['latenight', 'breakfast']",TRUE,,TRUE
AZ,1,1,4,TRUE,full_bar,average,casual,1,FALSE,['casual'],['lot'],,FALSE,,TRUE,['brunch'],TRUE,,TRUE
AZ,1,1,3,FALSE,none,average,casual,1,FALSE,['casual'],['garage'],,TRUE,,FALSE,"['lunch', 'breakfast']",FALSE,,FALSE
QC,3,2,3.5,TRUE,full_bar,loud,casual,3,FALSE,['trendy'],['street'],,FALSE,,FALSE,['dinner'],TRUE,,FALSE
NV,1,1,3.5,TRUE,none,average,casual,1,FALSE,[],[],,TRUE,,FALSE,[],FALSE,,FALSE
NV,1,1,4,FALSE,none,quiet,casual,1,TRUE,['casual'],['lot'],,TRUE,,TRUE,"['lunch', 'dinner']",TRUE,,TRUE
NV,1,1,3.5,FALSE,full_bar,average,casual,2,FALSE,['casual'],"['garage', 'valet']",,TRUE,,FALSE,"['lunch', 'dinner', 'breakfast']",TRUE,,TRUE
NV,1,1,3,TRUE,none,average,casual,2,TRUE,[],[],,FALSE,,TRUE,[],TRUE,,FALSE
QC,3,2,4.5,TRUE,beer_and_wine,average,casual,2,FALSE,['casual'],['street'],,TRUE,,TRUE,['lunch'],TRUE,,TRUE
EDH,5,5,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,['casual'],['street'],,FALSE,,FALSE,['lunch'],TRUE,,FALSE
AZ,1,1,4,TRUE,none,quiet,casual,1,FALSE,[],['street'],,TRUE,,FALSE,[],FALSE,,TRUE
AZ,1,1,3,FALSE,full_bar,average,casual,2,FALSE,"['classy', 'trendy', 'casual']",['lot'],,TRUE,,TRUE,"['dessert', 'lunch', 'dinner', 'breakfast', 'brunch']",TRUE,,TRUE
AZ,1,1,4.5,TRUE,beer_and_wine,average,casual,2,TRUE,['casual'],['lot'],,FALSE,,TRUE,['lunch'],TRUE,,TRUE
NV,1,1,2.5,TRUE,none,average,casual,1,FALSE,['casual'],[],,TRUE,,TRUE,[],TRUE,,FALSE
NV,1,1,4,TRUE,full_bar,average,casual,2,FALSE,['casual'],[],,TRUE,,FALSE,['breakfast'],TRUE,,FALSE
AZ,1,1,4.5,TRUE,full_bar,average,dressy,3,FALSE,['classy'],['valet'],,TRUE,,,['brunch'],TRUE,,TRUE
NV,1,1,4,TRUE,full_bar,quiet,casual,2,FALSE,[],['lot'],,TRUE,,FALSE,[],TRUE,,FALSE
NV,1,1,4,TRUE,none,quiet,casual,1,FALSE,['casual'],['lot'],,FALSE,,,['brunch'],TRUE,,FALSE
AZ,1,1,4,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,,['lunch'],TRUE,,FALSE
PA,2,2,3,FALSE,none,quiet,casual,2,,[],[],,FALSE,,FALSE,[],FALSE,,FALSE
NC,1,2,5,TRUE,none,quiet,casual,1,FALSE,[],"['garage', 'street']",,,,,[],FALSE,,TRUE
NV,1,1,4.5,FALSE,none,average,,1,,[],['lot'],,FALSE,outdoor,,,TRUE,,TRUE
NV,1,1,3.5,TRUE,none,average,casual,1,FALSE,[],,,TRUE,,FALSE,['brunch'],TRUE,,TRUE
NC,1,2,2.5,TRUE,full_bar,average,casual,2,FALSE,[],[],,,,,[],TRUE,,FALSE
AZ,1,1,3.5,FALSE,full_bar,very_loud,,1,,[],['lot'],,,outdoor,,,TRUE,,FALSE
AZ,1,1,3.5,FALSE,full_bar,very_loud,,2,,[],"['garage', 'street']",,TRUE,outdoor,,,TRUE,,TRUE
AZ,1,1,3.5,FALSE,full_bar,very_loud,casual,2,FALSE,[],[],,FALSE,outdoor,,,TRUE,,TRUE
NC,1,2,3.5,TRUE,none,quiet,casual,1,FALSE,[],,,,,,[],FALSE,,TRUE
NV,1,1,2.5,TRUE,none,,casual,1,FALSE,[],,,,,,[],TRUE,,FALSE
NV,1,1,4,TRUE,none,loud,,1,,[],['garage'],,,,,,TRUE,,FALSE
NV,1,1,4.5,TRUE,none,,casual,1,FALSE,[],,,,,,[],TRUE,,FALSE
EDH,5,5,4,TRUE,full_bar,average,,1,,[],[],,FALSE,no,,,FALSE,,FALSE
AZ,1,1,4,TRUE,none,average,casual,1,FALSE,,,,FALSE,,FALSE,[],TRUE,,FALSE
NC,1,2,2,TRUE,none,loud,casual,2,FALSE,,,,,,FALSE,[],FALSE,,FALSE
AZ,1,1,3.5,TRUE,none,,,2,FALSE,,['lot'],,,,,,,,FALSE
AZ,1,1,4.5,FALSE,none,,,2,,,['lot'],,,,,,,,FALSE
NV,1,1,4.5,TRUE,none,,,2,,,['lot'],,,,,,,,FALSE
NV,1,1,4.5,FALSE,none,,,1,,,['lot'],,,,,,,,FALSE
NC,1,2,2,TRUE,none,,,1,,,[],,,,,,,,FALSE
NC,1,2,2.5,TRUE,none,,,1,,,['lot'],,,,,,,,TRUE
WI,3,2,4,TRUE,none,,,1,,,"['street', 'lot']",,,,,,,,TRUE
NC,1,2,3,TRUE,none,,,1,,,['lot'],,,,,,,,FALSE
AZ,1,1,3,TRUE,none,,,1,,,['lot'],,,,,,,,FALSE
AZ,1,1,1.5,TRUE,none,,,2,,,['lot'],,,,,,,,FALSE
NV,1,1,4,FALSE,none,,,1,,,[],,,,,,,,FALSE
NV,1,1,4.5,TRUE,none,,,1,,,['lot'],,,,,,,,FALSE
NV,1,1,3,TRUE,none,,,1,,,['lot'],,TRUE,,,,,,FALSE
EDH,5,5,4,TRUE,full_bar,average,casual,2,FALSE,['trendy'],['street'],,FALSE,no,,['dinner'],TRUE,,FALSE
NV,1,1,4,TRUE,full_bar,very_loud,casual,2,FALSE,[],[],,TRUE,,FALSE,[],TRUE,,FALSE
AZ,1,1,3,TRUE,full_bar,average,casual,2,FALSE,[],[],,TRUE,outdoor,,['latenight'],TRUE,,TRUE
NV,1,1,4,TRUE,full_bar,quiet,casual,3,FALSE,['romantic'],['lot'],,FALSE,,TRUE,['dinner'],TRUE,TRUE,FALSE
AZ,1,1,3,TRUE,beer_and_wine,quiet,casual,2,FALSE,['casual'],['lot'],,FALSE,,FALSE,"['lunch', 'dinner']",FALSE,TRUE,FALSE
NC,1,2,4.5,TRUE,none,very_loud,casual,1,FALSE,['casual'],[],,FALSE,,TRUE,['lunch'],TRUE,,TRUE
AZ,1,1,4,TRUE,beer_and_wine,very_loud,casual,1,FALSE,['casual'],['lot'],,TRUE,,TRUE,['lunch'],TRUE,,FALSE
PA,2,2,4.5,TRUE,full_bar,average,casual,3,FALSE,['intimate'],['street'],,FALSE,,FALSE,['dinner'],FALSE,,TRUE
NC,1,2,4,TRUE,none,average,casual,1,FALSE,['hipster'],['lot'],,FALSE,,TRUE,['breakfast'],TRUE,,FALSE
AZ,1,1,4,TRUE,beer_and_wine,quiet,casual,1,FALSE,['casual'],['lot'],,TRUE,,TRUE,"['lunch', 'dinner']",TRUE,,FALSE
NV,1,1,4,TRUE,full_bar,quiet,casual,3,FALSE,['classy'],['lot'],,TRUE,,FALSE,['dinner'],TRUE,,TRUE
